ID,nom_instance,reference_import,address,deadband,label,length,name,type,ELEMENT_NAME,varInvalid1,varInvalid2,varInvalid3,functCheck,functTrans
:R:A:POLE:RSST070_BACS_S0:VEE:deiSTARSST070BACSHVACACFANSAHC_CL_EAC_03SCE3Mode,deiSTARSST070BACSHVACACFANSAHC_CL_EAC_03SCE3Mode,M-Conf 30/01/18 16:54,$VOID,0,Fan-Mode (Remote Mode),4,deiSTARSST070BACSHVACACFANSAHC_CL_EAC_03SCE3Mode,DEIV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VES:deoSTARSST070BACSHVACACFANSAHC_CL_EAC_03SCE3CmdFn,deoSTARSST070BACSHVACACFANSAHC_CL_EAC_03SCE3CmdFn,M-Conf 30/01/18 16:54,$VOID,0,Fan-On/Off Command,4,deoSTARSST070BACSHVACACFANSAHC_CL_EAC_03SCE3CmdFn,DEOV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VES:deoSTARSST070BACSHVACACFANSAHC_CL_EAC_03SCE3CmdFn,deoSTARSST070BACSHVACACFANSAHC_CL_EAC_03SCE3CmdFn,M-Conf 30/01/18 16:54,$VOID,0,Fan-On/Off Command,4,deoSTARSST070BACSHVACACFANSAHC_CL_EAC_03SCE3CmdFn,DEOV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VEE:deiSTARSST070BACSHVACACFANSAHC_CL_EAC_03SCE3RuSp,deiSTARSST070BACSHVACACFANSAHC_CL_EAC_03SCE3RuSp,M-Conf 30/01/18 16:54,$VOID,0,Fan-Run/Stop Status,4,deiSTARSST070BACSHVACACFANSAHC_CL_EAC_03SCE3RuSp,DEIV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VEE:deiSTARSST070BACSHVACACFANSAHC_CL_EAC_03SCE3TpAl,deiSTARSST070BACSHVACACFANSAHC_CL_EAC_03SCE3TpAl,M-Conf 30/01/18 16:54,$VOID,0,Fan-Trip/Alarm (General Fault/Alarm) Status,4,deiSTARSST070BACSHVACACFANSAHC_CL_EAC_03SCE3TpAl,DEIV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VEE:deiSTARSST070BACSHVACACFANSAHC_CL_EAC_04SCE4Mode,deiSTARSST070BACSHVACACFANSAHC_CL_EAC_04SCE4Mode,M-Conf 30/01/18 16:54,$VOID,0,Fan-Mode (Remote Mode),4,deiSTARSST070BACSHVACACFANSAHC_CL_EAC_04SCE4Mode,DEIV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VES:deoSTARSST070BACSHVACACFANSAHC_CL_EAC_04SCE4CmdFn,deoSTARSST070BACSHVACACFANSAHC_CL_EAC_04SCE4CmdFn,M-Conf 30/01/18 16:54,$VOID,0,Fan-On/Off Command,4,deoSTARSST070BACSHVACACFANSAHC_CL_EAC_04SCE4CmdFn,DEOV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VES:deoSTARSST070BACSHVACACFANSAHC_CL_EAC_04SCE4CmdFn,deoSTARSST070BACSHVACACFANSAHC_CL_EAC_04SCE4CmdFn,M-Conf 30/01/18 16:54,$VOID,0,Fan-On/Off Command,4,deoSTARSST070BACSHVACACFANSAHC_CL_EAC_04SCE4CmdFn,DEOV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VEE:deiSTARSST070BACSHVACACFANSAHC_CL_EAC_04SCE4RuSp,deiSTARSST070BACSHVACACFANSAHC_CL_EAC_04SCE4RuSp,M-Conf 30/01/18 16:54,$VOID,0,Fan-Run/Stop Status,4,deiSTARSST070BACSHVACACFANSAHC_CL_EAC_04SCE4RuSp,DEIV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VEE:deiSTARSST070BACSHVACACFANSAHC_CL_EAC_04SCE4TpAl,deiSTARSST070BACSHVACACFANSAHC_CL_EAC_04SCE4TpAl,M-Conf 30/01/18 16:54,$VOID,0,Fan-Trip/Alarm (General Fault/Alarm) Status,4,deiSTARSST070BACSHVACACFANSAHC_CL_EAC_04SCE4TpAl,DEIV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VEE:deiSTARSST070BACSHVACACFANSAHC_CL_EAC_05SCE5Mode,deiSTARSST070BACSHVACACFANSAHC_CL_EAC_05SCE5Mode,M-Conf 30/01/18 16:54,$VOID,0,Fan-Mode (Remote Mode),4,deiSTARSST070BACSHVACACFANSAHC_CL_EAC_05SCE5Mode,DEIV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VES:deoSTARSST070BACSHVACACFANSAHC_CL_EAC_05SCE5CmdFn,deoSTARSST070BACSHVACACFANSAHC_CL_EAC_05SCE5CmdFn,M-Conf 30/01/18 16:54,$VOID,0,Fan-On/Off Command,4,deoSTARSST070BACSHVACACFANSAHC_CL_EAC_05SCE5CmdFn,DEOV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VES:deoSTARSST070BACSHVACACFANSAHC_CL_EAC_05SCE5CmdFn,deoSTARSST070BACSHVACACFANSAHC_CL_EAC_05SCE5CmdFn,M-Conf 30/01/18 16:54,$VOID,0,Fan-On/Off Command,4,deoSTARSST070BACSHVACACFANSAHC_CL_EAC_05SCE5CmdFn,DEOV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VEE:deiSTARSST070BACSHVACACFANSAHC_CL_EAC_05SCE5RuSp,deiSTARSST070BACSHVACACFANSAHC_CL_EAC_05SCE5RuSp,M-Conf 30/01/18 16:54,$VOID,0,Fan-Run/Stop Status,4,deiSTARSST070BACSHVACACFANSAHC_CL_EAC_05SCE5RuSp,DEIV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VEE:deiSTARSST070BACSHVACACFANSAHC_CL_EAC_05SCE5TpAl,deiSTARSST070BACSHVACACFANSAHC_CL_EAC_05SCE5TpAl,M-Conf 30/01/18 16:54,$VOID,0,Fan-Trip/Alarm (General Fault/Alarm) Status,4,deiSTARSST070BACSHVACACFANSAHC_CL_EAC_05SCE5TpAl,DEIV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VEE:deiSTARSST070BACSHVACACFANSAHC_CL_EC_STS_01SCST1Mode,deiSTARSST070BACSHVACACFANSAHC_CL_EC_STS_01SCST1Mode,M-Conf 30/01/18 16:54,$VOID,0,Fan-Mode (Remote Mode),4,deiSTARSST070BACSHVACACFANSAHC_CL_EC_STS_01SCST1Mode,DEIV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VES:deoSTARSST070BACSHVACACFANSAHC_CL_EC_STS_01SCST1CmdFn,deoSTARSST070BACSHVACACFANSAHC_CL_EC_STS_01SCST1CmdFn,M-Conf 30/01/18 16:54,$VOID,0,Fan-On/Off Command,4,deoSTARSST070BACSHVACACFANSAHC_CL_EC_STS_01SCST1CmdFn,DEOV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VES:deoSTARSST070BACSHVACACFANSAHC_CL_EC_STS_01SCST1CmdFn,deoSTARSST070BACSHVACACFANSAHC_CL_EC_STS_01SCST1CmdFn,M-Conf 30/01/18 16:54,$VOID,0,Fan-On/Off Command,4,deoSTARSST070BACSHVACACFANSAHC_CL_EC_STS_01SCST1CmdFn,DEOV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VEE:deiSTARSST070BACSHVACACFANSAHC_CL_EC_STS_01SCST1RuSp,deiSTARSST070BACSHVACACFANSAHC_CL_EC_STS_01SCST1RuSp,M-Conf 30/01/18 16:54,$VOID,0,Fan-Run/Stop Status,4,deiSTARSST070BACSHVACACFANSAHC_CL_EC_STS_01SCST1RuSp,DEIV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VEE:deiSTARSST070BACSHVACACFANSAHC_CL_EC_STS_01SCST1TpAl,deiSTARSST070BACSHVACACFANSAHC_CL_EC_STS_01SCST1TpAl,M-Conf 30/01/18 16:54,$VOID,0,Fan-Trip/Alarm (General Fault/Alarm) Status,4,deiSTARSST070BACSHVACACFANSAHC_CL_EC_STS_01SCST1TpAl,DEIV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VEE:deiSTARSST070BACSHVACACFANSAHC_V_AG_01SCVA1Mode,deiSTARSST070BACSHVACACFANSAHC_V_AG_01SCVA1Mode,M-Conf 30/01/18 16:54,$VOID,0,Fan-Mode (Remote Mode),4,deiSTARSST070BACSHVACACFANSAHC_V_AG_01SCVA1Mode,DEIV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VES:deoSTARSST070BACSHVACACFANSAHC_V_AG_01SCVA1CmdFn,deoSTARSST070BACSHVACACFANSAHC_V_AG_01SCVA1CmdFn,M-Conf 30/01/18 16:54,$VOID,0,Fan-On/Off Command,4,deoSTARSST070BACSHVACACFANSAHC_V_AG_01SCVA1CmdFn,DEOV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VES:deoSTARSST070BACSHVACACFANSAHC_V_AG_01SCVA1CmdFn,deoSTARSST070BACSHVACACFANSAHC_V_AG_01SCVA1CmdFn,M-Conf 30/01/18 16:54,$VOID,0,Fan-On/Off Command,4,deoSTARSST070BACSHVACACFANSAHC_V_AG_01SCVA1CmdFn,DEOV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VEE:deiSTARSST070BACSHVACACFANSAHC_V_AG_01SCVA1RuSp,deiSTARSST070BACSHVACACFANSAHC_V_AG_01SCVA1RuSp,M-Conf 30/01/18 16:54,$VOID,0,Fan-Run/Stop Status,4,deiSTARSST070BACSHVACACFANSAHC_V_AG_01SCVA1RuSp,DEIV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VEE:deiSTARSST070BACSHVACACFANSAHC_V_AG_01SCVA1TpAl,deiSTARSST070BACSHVACACFANSAHC_V_AG_01SCVA1TpAl,M-Conf 30/01/18 16:54,$VOID,0,Fan-Trip/Alarm (General Fault/Alarm) Status,4,deiSTARSST070BACSHVACACFANSAHC_V_AG_01SCVA1TpAl,DEIV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VEE:deiSTARSST070BACSHVACACFANSAHC_V_AG_02SCAG2Mode,deiSTARSST070BACSHVACACFANSAHC_V_AG_02SCAG2Mode,M-Conf 30/01/18 16:54,$VOID,0,Fan-Mode (Remote Mode),4,deiSTARSST070BACSHVACACFANSAHC_V_AG_02SCAG2Mode,DEIV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VES:deoSTARSST070BACSHVACACFANSAHC_V_AG_02SCAG2CmdFn,deoSTARSST070BACSHVACACFANSAHC_V_AG_02SCAG2CmdFn,M-Conf 30/01/18 16:54,$VOID,0,Fan-On/Off Command,4,deoSTARSST070BACSHVACACFANSAHC_V_AG_02SCAG2CmdFn,DEOV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VES:deoSTARSST070BACSHVACACFANSAHC_V_AG_02SCAG2CmdFn,deoSTARSST070BACSHVACACFANSAHC_V_AG_02SCAG2CmdFn,M-Conf 30/01/18 16:54,$VOID,0,Fan-On/Off Command,4,deoSTARSST070BACSHVACACFANSAHC_V_AG_02SCAG2CmdFn,DEOV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VEE:deiSTARSST070BACSHVACACFANSAHC_V_AG_02SCAG2RuSp,deiSTARSST070BACSHVACACFANSAHC_V_AG_02SCAG2RuSp,M-Conf 30/01/18 16:54,$VOID,0,Fan-Run/Stop Status,4,deiSTARSST070BACSHVACACFANSAHC_V_AG_02SCAG2RuSp,DEIV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VEE:deiSTARSST070BACSHVACACFANSAHC_V_AG_02SCAG2TpAl,deiSTARSST070BACSHVACACFANSAHC_V_AG_02SCAG2TpAl,M-Conf 30/01/18 16:54,$VOID,0,Fan-Trip/Alarm (General Fault/Alarm) Status,4,deiSTARSST070BACSHVACACFANSAHC_V_AG_02SCAG2TpAl,DEIV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VEE:deiSTARSST070BACSHVACACFANSAHC_V_AG_TPS_01SCT1Mode,deiSTARSST070BACSHVACACFANSAHC_V_AG_TPS_01SCT1Mode,M-Conf 30/01/18 16:54,$VOID,0,Fan-Mode (Remote Mode),4,deiSTARSST070BACSHVACACFANSAHC_V_AG_TPS_01SCT1Mode,DEIV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VES:deoSTARSST070BACSHVACACFANSAHC_V_AG_TPS_01SCT1CmdFn,deoSTARSST070BACSHVACACFANSAHC_V_AG_TPS_01SCT1CmdFn,M-Conf 30/01/18 16:54,$VOID,0,Fan-On/Off Command,4,deoSTARSST070BACSHVACACFANSAHC_V_AG_TPS_01SCT1CmdFn,DEOV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VES:deoSTARSST070BACSHVACACFANSAHC_V_AG_TPS_01SCT1CmdFn,deoSTARSST070BACSHVACACFANSAHC_V_AG_TPS_01SCT1CmdFn,M-Conf 30/01/18 16:54,$VOID,0,Fan-On/Off Command,4,deoSTARSST070BACSHVACACFANSAHC_V_AG_TPS_01SCT1CmdFn,DEOV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VEE:deiSTARSST070BACSHVACACFANSAHC_V_AG_TPS_01SCT1RuSp,deiSTARSST070BACSHVACACFANSAHC_V_AG_TPS_01SCT1RuSp,M-Conf 30/01/18 16:54,$VOID,0,Fan-Run/Stop Status,4,deiSTARSST070BACSHVACACFANSAHC_V_AG_TPS_01SCT1RuSp,DEIV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VEE:deiSTARSST070BACSHVACACFANSAHC_V_AG_TPS_01SCT1TpAl,deiSTARSST070BACSHVACACFANSAHC_V_AG_TPS_01SCT1TpAl,M-Conf 30/01/18 16:54,$VOID,0,Fan-Trip/Alarm (General Fault/Alarm) Status,4,deiSTARSST070BACSHVACACFANSAHC_V_AG_TPS_01SCT1TpAl,DEIV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VEE:deiSTARSST070BACSHVACACFANSAHC_V_L1_01SCL1Mode,deiSTARSST070BACSHVACACFANSAHC_V_L1_01SCL1Mode,M-Conf 30/01/18 16:54,$VOID,0,Fan-Mode (Remote Mode),4,deiSTARSST070BACSHVACACFANSAHC_V_L1_01SCL1Mode,DEIV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VES:deoSTARSST070BACSHVACACFANSAHC_V_L1_01SCL1CmdFn,deoSTARSST070BACSHVACACFANSAHC_V_L1_01SCL1CmdFn,M-Conf 30/01/18 16:54,$VOID,0,Fan-On/Off Command,4,deoSTARSST070BACSHVACACFANSAHC_V_L1_01SCL1CmdFn,DEOV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VES:deoSTARSST070BACSHVACACFANSAHC_V_L1_01SCL1CmdFn,deoSTARSST070BACSHVACACFANSAHC_V_L1_01SCL1CmdFn,M-Conf 30/01/18 16:54,$VOID,0,Fan-On/Off Command,4,deoSTARSST070BACSHVACACFANSAHC_V_L1_01SCL1CmdFn,DEOV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VEE:deiSTARSST070BACSHVACACFANSAHC_V_L1_01SCL1RuSp,deiSTARSST070BACSHVACACFANSAHC_V_L1_01SCL1RuSp,M-Conf 30/01/18 16:54,$VOID,0,Fan-Run/Stop Status,4,deiSTARSST070BACSHVACACFANSAHC_V_L1_01SCL1RuSp,DEIV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VEE:deiSTARSST070BACSHVACACFANSAHC_V_L1_01SCL1TpAl,deiSTARSST070BACSHVACACFANSAHC_V_L1_01SCL1TpAl,M-Conf 30/01/18 16:54,$VOID,0,Fan-Trip/Alarm (General Fault/Alarm) Status,4,deiSTARSST070BACSHVACACFANSAHC_V_L1_01SCL1TpAl,DEIV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VEE:deiSTARSST070BACSHVACACFANSAHC_V_AG_FFP_01SCF1Mode,deiSTARSST070BACSHVACACFANSAHC_V_AG_FFP_01SCF1Mode,M-Conf 30/01/18 16:54,$VOID,0,Fan-Mode (Remote Mode),4,deiSTARSST070BACSHVACACFANSAHC_V_AG_FFP_01SCF1Mode,DEIV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VES:deoSTARSST070BACSHVACACFANSAHC_V_AG_FFP_01SCF1CmdFn,deoSTARSST070BACSHVACACFANSAHC_V_AG_FFP_01SCF1CmdFn,M-Conf 30/01/18 16:54,$VOID,0,Fan-On/Off Command,4,deoSTARSST070BACSHVACACFANSAHC_V_AG_FFP_01SCF1CmdFn,DEOV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VES:deoSTARSST070BACSHVACACFANSAHC_V_AG_FFP_01SCF1CmdFn,deoSTARSST070BACSHVACACFANSAHC_V_AG_FFP_01SCF1CmdFn,M-Conf 30/01/18 16:54,$VOID,0,Fan-On/Off Command,4,deoSTARSST070BACSHVACACFANSAHC_V_AG_FFP_01SCF1CmdFn,DEOV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VEE:deiSTARSST070BACSHVACACFANSAHC_V_AG_FFP_01SCF1RuSp,deiSTARSST070BACSHVACACFANSAHC_V_AG_FFP_01SCF1RuSp,M-Conf 30/01/18 16:54,$VOID,0,Fan-Run/Stop Status,4,deiSTARSST070BACSHVACACFANSAHC_V_AG_FFP_01SCF1RuSp,DEIV,VE,,,,,
:R:A:POLE:RSST070_BACS_S0:VEE:deiSTARSST070BACSHVACACFANSAHC_V_AG_FFP_01SCF1TpAl,deiSTARSST070BACSHVACACFANSAHC_V_AG_FFP_01SCF1TpAl,M-Conf 30/01/18 16:54,$VOID,0,Fan-Trip/Alarm (General Fault/Alarm) Status,4,deiSTARSST070BACSHVACACFANSAHC_V_AG_FFP_01SCF1TpAl,DEIV,VE,,,,,
:R:A:POLE:RSST060_BACS_S0:VEE:deiSTARSST060BACSHVACACSSUP_AHU_CL_CLH_01SF1Mode,deiSTARSST060BACSHVACACSSUP_AHU_CL_CLH_01SF1Mode,M-Conf 30/01/18 16:54,$VOID,0,Fan-Mode (Remote Mode),4,deiSTARSST060BACSHVACACSSUP_AHU_CL_CLH_01SF1Mode,DEIV,VE,,,,,
:R:A:POLE:RSST060_BACS_S0:VES:deoSTARSST060BACSHVACACSSUP_AHU_CL_CLH_01SF1CmdFn,deoSTARSST060BACSHVACACSSUP_AHU_CL_CLH_01SF1CmdFn,M-Conf 30/01/18 16:54,$VOID,0,Fan-On/Off Command,4,deoSTARSST060BACSHVACACSSUP_AHU_CL_CLH_01SF1CmdFn,DEOV,VE,,,,,
:R:A:POLE:RSST060_BACS_S0:VES:deoSTARSST060BACSHVACACSSUP_AHU_CL_CLH_01SF1CmdFn,deoSTARSST060BACSHVACACSSUP_AHU_CL_CLH_01SF1CmdFn,M-Conf 30/01/18 16:54,$VOID,0,Fan-On/Off Command,4,deoSTARSST060BACSHVACACSSUP_AHU_CL_CLH_01SF1CmdFn,DEOV,VE,,,,,
:R:A:POLE:RSST060_BACS_S0:VEE:deiSTARSST060BACSHVACACSSUP_AHU_CL_CLH_01SF1RuSp,deiSTARSST060BACSHVACACSSUP_AHU_CL_CLH_01SF1RuSp,M-Conf 30/01/18 16:54,$VOID,0,Fan-Run/Stop Status,4,deiSTARSST060BACSHVACACSSUP_AHU_CL_CLH_01SF1RuSp,DEIV,VE,,,,,
:R:A:POLE:RSST060_BACS_S0:VEE:deiSTARSST060BACSHVACACSSUP_AHU_CL_CLH_01SF1TpAl,deiSTARSST060BACSHVACACSSUP_AHU_CL_CLH_01SF1TpAl,M-Conf 30/01/18 16:54,$VOID,0,Fan-Trip/Alarm (General Fault/Alarm) Status,4,deiSTARSST060BACSHVACACSSUP_AHU_CL_CLH_01SF1TpAl,DEIV,VE,,,,,
:R:A:POLE:RSST060_BACS_S0:VEE:deiSTARSST060BACSHVACACSEXH_AHU_CL_CLH_01EX1Mode,deiSTARSST060BACSHVACACSEXH_AHU_CL_CLH_01EX1Mode,M-Conf 30/01/18 16:54,$VOID,0,Fan-Mode (Remote Mode),4,deiSTARSST060BACSHVACACSEXH_AHU_CL_CLH_01EX1Mode,DEIV,VE,,,,,
:R:A:POLE:RSST060_BACS_S0:VES:deoSTARSST060BACSHVACACSEXH_AHU_CL_CLH_01EX1CmdFn,deoSTARSST060BACSHVACACSEXH_AHU_CL_CLH_01EX1CmdFn,M-Conf 30/01/18 16:54,$VOID,0,Fan-On/Off Command,4,deoSTARSST060BACSHVACACSEXH_AHU_CL_CLH_01EX1CmdFn,DEOV,VE,,,,,
:R:A:POLE:RSST060_BACS_S0:VES:deoSTARSST060BACSHVACACSEXH_AHU_CL_CLH_01EX1CmdFn,deoSTARSST060BACSHVACACSEXH_AHU_CL_CLH_01EX1CmdFn,M-Conf 30/01/18 16:54,$VOID,0,Fan-On/Off Command,4,deoSTARSST060BACSHVACACSEXH_AHU_CL_CLH_01EX1CmdFn,DEOV,VE,,,,,
:R:A:POLE:RSST060_BACS_S0:VEE:deiSTARSST060BACSHVACACSEXH_AHU_CL_CLH_01EX1RuSp,deiSTARSST060BACSHVACACSEXH_AHU_CL_CLH_01EX1RuSp,M-Conf 30/01/18 16:54,$VOID,0,Fan-Run/Stop Status,4,deiSTARSST060BACSHVACACSEXH_AHU_CL_CLH_01EX1RuSp,DEIV,VE,,,,,
:R:A:POLE:RSST060_BACS_S0:VEE:deiSTARSST060BACSHVACACSEXH_AHU_CL_CLH_01EX1TpAl,deiSTARSST060BACSHVACACSEXH_AHU_CL_CLH_01EX1TpAl,M-Conf 30/01/18 16:54,$VOID,0,Fan-Trip/Alarm (General Fault/Alarm) Status,4,deiSTARSST060BACSHVACACSEXH_AHU_CL_CLH_01EX1TpAl,DEIV,VE,,,,,
:R:A:POLE:RSST060_BACS_S0:VEE:deiSTARSST060BACSHVACACSSUP_AHU_CL_CLH_02SF2Mode,deiSTARSST060BACSHVACACSSUP_AHU_CL_CLH_02SF2Mode,M-Conf 30/01/18 16:54,$VOID,0,Fan-Mode (Remote Mode),4,deiSTARSST060BACSHVACACSSUP_AHU_CL_CLH_02SF2Mode,DEIV,VE,,,,,
:R:A:POLE:RSST060_BACS_S0:VES:deoSTARSST060BACSHVACACSSUP_AHU_CL_CLH_02SF2CmdFn,deoSTARSST060BACSHVACACSSUP_AHU_CL_CLH_02SF2CmdFn,M-Conf 30/01/18 16:54,$VOID,0,Fan-On/Off Command,4,deoSTARSST060BACSHVACACSSUP_AHU_CL_CLH_02SF2CmdFn,DEOV,VE,,,,,
:R:A:POLE:RSST060_BACS_S0:VES:deoSTARSST060BACSHVACACSSUP_AHU_CL_CLH_02SF2CmdFn,deoSTARSST060BACSHVACACSSUP_AHU_CL_CLH_02SF2CmdFn,M-Conf 30/01/18 16:54,$VOID,0,Fan-On/Off Command,4,deoSTARSST060BACSHVACACSSUP_AHU_CL_CLH_02SF2CmdFn,DEOV,VE,,,,,
:R:A:POLE:RSST060_BACS_S0:VEE:deiSTARSST060BACSHVACACSSUP_AHU_CL_CLH_02SF2RuSp,deiSTARSST060BACSHVACACSSUP_AHU_CL_CLH_02SF2RuSp,M-Conf 30/01/18 16:54,$VOID,0,Fan-Run/Stop Status,4,deiSTARSST060BACSHVACACSSUP_AHU_CL_CLH_02SF2RuSp,DEIV,VE,,,,,
:R:A:POLE:RSST060_BACS_S0:VEE:deiSTARSST060BACSHVACACSSUP_AHU_CL_CLH_02SF2TpAl,deiSTARSST060BACSHVACACSSUP_AHU_CL_CLH_02SF2TpAl,M-Conf 30/01/18 16:54,$VOID,0,Fan-Trip/Alarm (General Fault/Alarm) Status,4,deiSTARSST060BACSHVACACSSUP_AHU_CL_CLH_02SF2TpAl,DEIV,VE,,,,,
:R:A:POLE:RSST060_BACS_S0:VEE:deiSTARSST060BACSHVACACSEXH_AHU_CL_CLH_02EX2Mode,deiSTARSST060BACSHVACACSEXH_AHU_CL_CLH_02EX2Mode,M-Conf 30/01/18 16:54,$VOID,0,Fan-Mode (Remote Mode),4,deiSTARSST060BACSHVACACSEXH_AHU_CL_CLH_02EX2Mode,DEIV,VE,,,,,
:R:A:POLE:RSST060_BACS_S0:VES:deoSTARSST060BACSHVACACSEXH_AHU_CL_CLH_02EX2CmdFn,deoSTARSST060BACSHVACACSEXH_AHU_CL_CLH_02EX2CmdFn,M-Conf 30/01/18 16:54,$VOID,0,Fan-On/Off Command,4,deoSTARSST060BACSHVACACSEXH_AHU_CL_CLH_02EX2CmdFn,DEOV,VE,,,,,
:R:A:POLE:RSST060_BACS_S0:VES:deoSTARSST060BACSHVACACSEXH_AHU_CL_CLH_02EX2CmdFn,deoSTARSST060BACSHVACACSEXH_AHU_CL_CLH_02EX2CmdFn,M-Conf 30/01/18 16:54,$VOID,0,Fan-On/Off Command,4,deoSTARSST060BACSHVACACSEXH_AHU_CL_CLH_02EX2CmdFn,DEOV,VE,,,,,
:R:A:POLE:RSST060_BACS_S0:VEE:deiSTARSST060BACSHVACACSEXH_AHU_CL_CLH_02EX2RuSp,deiSTARSST060BACSHVACACSEXH_AHU_CL_CLH_02EX2RuSp,M-Conf 30/01/18 16:54,$VOID,0,Fan-Run/Stop Status,4,deiSTARSST060BACSHVACACSEXH_AHU_CL_CLH_02EX2RuSp,DEIV,VE,,,,,
:R:A:POLE:RSST060_BACS_S0:VEE:deiSTARSST060BACSHVACACSEXH_AHU_CL_CLH_02EX2TpAl,deiSTARSST060BACSHVACACSEXH_AHU_CL_CLH_02EX2TpAl,M-Conf 30/01/18 16:54,$VOID,0,Fan-Trip/Alarm (General Fault/Alarm) Status,4,deiSTARSST060BACSHVACACSEXH_AHU_CL_CLH_02EX2TpAl,DEIV,VE,,,,,
:R:A:POLE:RSST060_BACS_S0:VEE:deiSTARSST060BACSHVACACSSUP_AHU_PL_PLT_01_01SF1_1Mode,deiSTARSST060BACSHVACACSSUP_AHU_PL_PLT_01_01SF1_1Mode,M-Conf 30/01/18 16:54,$VOID,0,Fan-Mode (Remote Mode),4,deiSTARSST060BACSHVACACSSUP_AHU_PL_PLT_01_01SF1_1Mode,DEIV,VE,,,,,
:R:A:POLE:RSST060_BACS_S0:VES:deoSTARSST060BACSHVACACSSUP_AHU_PL_PLT_01_01SF1_1CmdFn,deoSTARSST060BACSHVACACSSUP_AHU_PL_PLT_01_01SF1_1CmdFn,M-Conf 30/01/18 16:54,$VOID,0,Fan-On/Off Command,4,deoSTARSST060BACSHVACACSSUP_AHU_PL_PLT_01_01SF1_1CmdFn,DEOV,VE,,,,,
:R:A:POLE:RSST060_BACS_S0:VES:deoSTARSST060BACSHVACACSSUP_AHU_PL_PLT_01_01SF1_1CmdFn,deoSTARSST060BACSHVACACSSUP_AHU_PL_PLT_01_01SF1_1CmdFn,M-Conf 30/01/18 16:54,$VOID,0,Fan-On/Off Command,4,deoSTARSST060BACSHVACACSSUP_AHU_PL_PLT_01_01SF1_1CmdFn,DEOV,VE,,,,,
:R:A:POLE:RSST060_BACS_S0:VEE:deiSTARSST060BACSHVACACSSUP_AHU_PL_PLT_01_01SF1_1RuSp,deiSTARSST060BACSHVACACSSUP_AHU_PL_PLT_01_01SF1_1RuSp,M-Conf 30/01/18 16:54,$VOID,0,Fan-Run/Stop Status,4,deiSTARSST060BACSHVACACSSUP_AHU_PL_PLT_01_01SF1_1RuSp,DEIV,VE,,,,,
:R:A:POLE:RSST060_BACS_S0:VEE:deiSTARSST060BACSHVACACSSUP_AHU_PL_PLT_01_01SF1_1TpAl,deiSTARSST060BACSHVACACSSUP_AHU_PL_PLT_01_01SF1_1TpAl,M-Conf 30/01/18 16:54,$VOID,0,Fan-Trip/Alarm (General Fault/Alarm) Status,4,deiSTARSST060BACSHVACACSSUP_AHU_PL_PLT_01_01SF1_1TpAl,DEIV,VE,,,,,
